B.E.	wide/2:CPS		B.E.	F 1s/5:CPS		B.E.	O 1s/6:CPS		B.E.	C 1s/7:CPS		
9.351220e+002	3.170000e+004		6.898220e+002	2.744000e+004		5.337720e+002	3.202222e+003		2.902720e+002	1.821667e+004		
9.341220e+002	3.168000e+004		6.897720e+002	2.922667e+004		5.337220e+002	3.188889e+003		2.902220e+002	1.954000e+004		
9.331220e+002	3.144000e+004		6.897220e+002	3.165667e+004		5.336720e+002	3.162222e+003		2.901720e+002	2.082333e+004		
9.321220e+002	3.203000e+004		6.896720e+002	3.452667e+004		5.336220e+002	3.193333e+003		2.901220e+002	2.153333e+004		
9.311220e+002	3.214000e+004		6.896220e+002	3.682667e+004		5.335720e+002	3.202222e+003		2.900720e+002	2.243667e+004		
9.301220e+002	3.197000e+004		6.895720e+002	3.950667e+004		5.335220e+002	3.248889e+003		2.900220e+002	2.294333e+004		
9.291220e+002	3.153000e+004		6.895220e+002	4.239667e+004		5.334720e+002	3.268889e+003		2.899720e+002	2.321000e+004		
9.281220e+002	3.212000e+004		6.894720e+002	4.628667e+004		5.334220e+002	3.384444e+003		2.899220e+002	2.447000e+004		
9.271220e+002	3.240000e+004		6.894220e+002	4.911667e+004		5.333720e+002	3.202222e+003		2.898720e+002	2.417333e+004		
9.261220e+002	3.235000e+004		6.893720e+002	5.212333e+004		5.333220e+002	3.277778e+003		2.898220e+002	2.399667e+004		
9.251220e+002	3.228000e+004		6.893220e+002	5.532333e+004		5.332720e+002	3.248889e+003		2.897720e+002	2.398000e+004		
9.241220e+002	3.175000e+004		6.892720e+002	5.888667e+004		5.332220e+002	3.346667e+003		2.897220e+002	2.329667e+004		
9.231220e+002	3.190000e+004		6.892220e+002	6.208000e+004		5.331720e+002	3.273333e+003		2.896720e+002	2.231333e+004		
9.221220e+002	3.240000e+004		6.891720e+002	6.531667e+004		5.331220e+002	3.364444e+003		2.896220e+002	2.167333e+004		
9.211220e+002	3.184000e+004		6.891220e+002	6.767000e+004		5.330720e+002	3.504444e+003		2.895720e+002	2.082000e+004		
9.201220e+002	3.287000e+004		6.890720e+002	7.096000e+004		5.330220e+002	3.526667e+003		2.895220e+002	1.971333e+004		
9.191220e+002	3.289000e+004		6.890220e+002	7.303333e+004		5.329720e+002	3.413333e+003		2.894720e+002	1.834333e+004		
9.181220e+002	3.191000e+004		6.889720e+002	7.605000e+004		5.329220e+002	3.517778e+003		2.894220e+002	1.734000e+004		
9.171220e+002	3.256000e+004		6.889220e+002	7.822333e+004		5.328720e+002	3.360000e+003		2.893720e+002	1.621333e+004		
9.161220e+002	3.310000e+004		6.888720e+002	8.111333e+004		5.328220e+002	3.468889e+003		2.893220e+002	1.505667e+004		
9.151220e+002	3.343000e+004		6.888220e+002	8.202333e+004		5.327720e+002	3.393333e+003		2.892720e+002	1.373333e+004		
9.141220e+002	3.311000e+004		6.887720e+002	8.399333e+004		5.327220e+002	3.568889e+003		2.892220e+002	1.245000e+004		
9.131220e+002	3.275000e+004		6.887220e+002	8.462000e+004		5.326720e+002	3.548889e+003		2.891720e+002	1.131333e+004		
9.121220e+002	3.345000e+004		6.886720e+002	8.482000e+004		5.326220e+002	3.500000e+003		2.891220e+002	1.070000e+004		
9.111220e+002	3.306000e+004		6.886220e+002	8.416667e+004		5.325720e+002	3.486667e+003		2.890720e+002	9.583333e+003		
9.101220e+002	3.253000e+004		6.885720e+002	8.362000e+004		5.325220e+002	3.335556e+003		2.890220e+002	8.666667e+003		
9.091220e+002	3.287000e+004		6.885220e+002	8.360333e+004		5.324720e+002	3.553333e+003		2.889720e+002	8.080000e+003		
9.081220e+002	3.299000e+004		6.884720e+002	8.214000e+004		5.324220e+002	3.560000e+003		2.889220e+002	7.553333e+003		
9.071220e+002	3.280000e+004		6.884220e+002	8.121333e+004		5.323720e+002	3.802222e+003		2.888720e+002	6.843333e+003		
9.061220e+002	3.260000e+004		6.883720e+002	7.846667e+004		5.323220e+002	3.742222e+003		2.888220e+002	6.220000e+003		
9.051220e+002	3.321000e+004		6.883220e+002	7.652000e+004		5.322720e+002	3.555556e+003		2.887720e+002	5.693333e+003		
9.041220e+002	3.370000e+004		6.882720e+002	7.323000e+004		5.322220e+002	3.577778e+003		2.887220e+002	5.050000e+003		
9.031220e+002	3.361000e+004		6.882220e+002	7.034000e+004		5.321720e+002	3.613333e+003		2.886720e+002	4.726667e+003		
